id,sentiment
"12311_10",0.9929965734481812
"8348_2",0.023720502853393555
"5828_4",0.5385828018188477
"7186_2",0.1602349579334259
"12128_7",0.9632691144943237
"2913_8",0.8489426374435425
"4396_1",0.024967610836029053
"395_2",0.7526220083236694
"10616_1",0.00921967625617981
"9074_9",0.3845086097717285
"9252_3",0.08724963665008545
"9896_9",0.21746361255645752
"574_4",0.27731794118881226
"11182_8",0.3986508250236511
"11656_4",0.3938453495502472
"2322_4",0.5568262934684753
"8703_1",0.11519348621368408
"7483_1",0.34266144037246704
"6007_10",0.9687959551811218
"12424_4",0.021289199590682983
"4672_1",0.009270012378692627
"10841_3",0.08363673090934753
"8954_7",0.6641008853912354
"7392_1",0.031625717878341675
"10288_8",0.9596977233886719
"5343_4",0.030313968658447266
"4950_1",0.009684920310974121
"9257_4",0.8308882713317871
"8689_3",0.046583592891693115
"4480_2",0.10088196396827698
"9286_10",0.972824215888977
"12245_10",0.9946889877319336
"7529_7",0.7079668641090393
"4_4",0.2008470892906189
"5299_2",0.07526567578315735
"12077_8",0.9729167222976685
"10701_2",0.032250553369522095
"11579_1",0.02812492847442627
"10993_1",0.0563025176525116
"8913_1",0.12479197978973389
"1350_3",0.08056578040122986
"3804_2",0.012823313474655151
"5025_3",0.9560128450393677
"5170_8",0.39099738001823425
"8225_8",0.9838911890983582
"6427_7",0.9665182828903198
"3165_3",0.4497164785861969
"7902_9",0.9927757978439331
"8208_3",0.010887324810028076
"3577_8",0.9548977613449097
"4865_1",0.024896085262298584
"9063_3",0.4230729341506958
"1106_1",0.6702247262001038
"1117_9",0.9717370271682739
"1050_4",0.30037200450897217
"10755_9",0.8878929615020752
"2729_8",0.9464758038520813
"10072_10",0.9691601395606995
"2904_7",0.9868133664131165
"4584_2",0.8260324001312256
"189_4",0.10488021373748779
"6302_4",0.4332631230354309
"8138_9",0.5483503341674805
"1262_1",0.15676429867744446
"2199_10",0.9901931285858154
"6551_7",0.7357079982757568
"8082_7",0.41573938727378845
"4897_8",0.9845970869064331
"7360_1",0.12328144907951355
"11012_10",0.978203535079956
"12046_1",0.07380908727645874
"2331_2",0.8721741437911987
"8961_9",0.990442156791687
"751_7",0.5937329530715942
"9884_10",0.9474581480026245
"10016_8",0.9726176261901855
"8023_10",0.7933202385902405
"2628_1",0.024180114269256592
"5832_1",0.013387054204940796
"7302_1",0.034481436014175415
"4501_3",0.2690750062465668
"1121_7",0.4741096794605255
"8334_3",0.865271806716919
"9789_10",0.44505393505096436
"4230_10",0.6738369464874268
"824_4",0.040381401777267456
"6803_9",0.8103717565536499
"3086_7",0.9571016430854797
"1135_8",0.9210184216499329
"10136_1",0.021758437156677246
"11129_3",0.0392022430896759
"2072_8",0.8150893449783325
"9501_7",0.9515962600708008
"319_10",0.9835429191589355
"1693_7",0.9778493642807007
"10886_1",0.014278382062911987
"9406_8",0.9494287967681885
"10376_10",0.3452454209327698
"9902_1",0.1697835922241211
"9938_8",0.589239239692688
"7080_9",0.8976731300354004
"11944_8",0.7921487092971802
"5249_1",0.014700919389724731
"9599_2",0.38897234201431274
"9620_1",0.09781867265701294
"11244_1",0.2630927264690399
"6841_10",0.982059121131897
"10050_4",0.5411877632141113
"10512_9",0.9668302536010742
"11327_3",0.04409891366958618
"10681_8",0.9659658074378967
"808_3",0.18594768643379211
"546_7",0.9761875867843628
"10765_1",0.006115049123764038
"7189_9",0.8389828205108643
"6005_9",0.7242542505264282
"11915_9",0.9796651601791382
"5740_10",0.9712907075881958
"7097_10",0.7239017486572266
"9573_10",0.8623442649841309
"5084_4",0.4730270802974701
"12332_7",0.887053370475769
"8154_1",0.011400967836380005
"5610_1",0.3355305790901184
"5323_9",0.9725489616394043
"11034_8",0.9672137498855591
"3977_2",0.03444671630859375
"12380_7",0.48709824681282043
"1737_8",0.9533730745315552
"6030_9",0.8482455015182495
"5918_7",0.8997836709022522
"7061_9",0.8848667144775391
"266_8",0.9139621257781982
"1375_10",0.9930126667022705
"8648_3",0.005099862813949585
"10146_10",0.9484878778457642
"4578_10",0.9929237365722656
"4685_8",0.9871182441711426
"11843_9",0.8806397914886475
"5467_10",0.9907494783401489
"10140_10",0.8991161584854126
"7721_8",0.9763136506080627
"11208_10",0.20877856016159058
"1063_10",0.9309641122817993
"8260_10",0.8153253793716431
"3182_9",0.9889743328094482
"2797_8",0.9690982103347778
"7613_2",0.9018111228942871
"11624_4",0.09679269790649414
"4847_10",0.9675968885421753
"10684_7",0.8450851440429688
"6312_1",0.4553717374801636
"4925_3",0.04644513130187988
"4125_1",0.01501038670539856
"2394_10",0.9953799247741699
"12105_10",0.9372066259384155
"7812_1",0.013794690370559692
"1061_8",0.9474257230758667
"9343_3",0.6153185963630676
"7696_10",0.9947556257247925
"9355_10",0.9916294813156128
"782_9",0.9832775592803955
"9882_10",0.9908554553985596
"10642_10",0.9716758728027344
"7410_2",0.009704113006591797
"9591_4",0.040769219398498535
"11902_3",0.1446610689163208
"3495_7",0.8825466632843018
"6733_1",0.027657359838485718
"4552_1",0.004820406436920166
"6722_1",0.04868561029434204
"188_10",0.9834086894989014
"5099_10",0.9706923961639404
"10313_1",0.08486142754554749
"6756_9",0.9199987649917603
"6622_2",0.01640075445175171
"4807_10",0.9938153624534607
"7173_3",0.12025615572929382
"11321_8",0.6460195779800415
"7909_9",0.7130997180938721
"8012_7",0.07413110136985779
"8615_4",0.05643448233604431
"8117_10",0.9757163524627686
"1892_10",0.9666018486022949
"4617_1",0.2215895652770996
"1893_8",0.9708794355392456
"5435_1",0.029080718755722046
"162_3",0.022206127643585205
"6516_10",0.9714951515197754
"11588_7",0.9289515018463135
"2006_1",0.02640002965927124
"1594_4",0.2188664972782135
"1472_1",0.014389276504516602
"3647_1",0.39724451303482056
"174_7",0.9079722166061401
"5539_7",0.030766934156417847
